timestamp,type,price,qty,usdt,fee,pnl,pnl_pct,entry_price
2024-01-01 03:00:00,BUY,42471.1,0.0002353129539851805,10.0,0.005999999999999999,,,
2024-01-01 07:35:00,SELL,42607.81,0.0002353129539851805,10.02015393215895,0.006015701780363587,0.0261539321589499,0.32188947307698446,42471.1
2024-01-01 07:55:00,BUY,42693.45,0.00023409214805545104,10.000201539321589,0.006000120923592952,,,
2024-01-01 08:05:00,SELL,42626.53,0.00023409214805545104,9.972548850267014,0.005987121583110075,-0.02165256813098182,-0.1567453555521942,42693.45
2024-01-01 08:15:00,BUY,42684.14,0.00023413673222474635,9.999925012431044,0.005999955007458626,,,
2024-01-01 10:00:00,SELL,42678.27,0.00023413673222474635,9.986555144400542,0.005995530404883254,-0.007369913023042685,-0.013752180552314324,42684.14
2024-01-01 11:20:00,BUY,42683.2,0.00023413875808192658,9.99979131375074,0.005999874788250443,,,
2024-01-01 11:25:00,SELL,42628.0,0.00023413875808192658,9.974878459328655,0.005988520187709819,-0.018912979633832094,-0.12932488660643318,42683.2
2024-01-01 11:35:00,BUY,42845.96,0.00023324351840629535,9.999542185206518,0.0059997253111239105,,,
2024-01-01 13:30:00,SELL,42708.18,0.00023324351840629535,9.955429324228618,0.005976843700757625,-0.03811313566677654,-0.32157057514873943,42845.96
2024-01-01 13:40:00,BUY,42800.33,0.00023348188193789114,9.99910105659674,0.005999460633958043,,,
2024-01-01 18:00:00,SELL,43562.0,0.00023348188193789114,10.164835178333826,0.0061025626445870475,0.1717335823710453,1.7795890826075367,42800.33
2024-01-01 19:00:00,BUY,43654.43,0.00022895174539618133,10.00075839781411,0.006000455038688466,,,
2024-01-02 00:50:00,SELL,45179.8,0.00022895174539618133,10.337787670210403,0.0062063964399902355,0.34302972743498295,3.4941929146709803,43654.43
2024-01-02 01:15:00,BUY,45262.2,0.0002208935096686363,10.004128690538073,0.006002477214322843,,,
2024-01-02 01:45:00,SELL,45160.07,0.0002208935096686363,9.969581019365782,0.005985339815508774,-0.028545193957967285,-0.22564082170110464,45262.2
2024-01-02 02:35:00,BUY,45295.0,0.0002207259287757601,10.00378321382635,0.00600226992829581,,,
2024-01-02 02:50:00,SELL,45168.75,0.0002207259287757601,9.963932346812879,0.005981948577234068,-0.03384859708517496,-0.27872833646097805,45295.0
2024-01-02 03:00:00,BUY,45335.81,0.00022051845272717357,10.003384705156217,0.00600203082309373,,,
2024-01-02 06:25:00,SELL,45598.8,0.00022051845272717357,10.049343596122513,0.006033226093329505,0.051960921789390824,0.5800933081376626,45335.81
2024-01-02 09:15:00,BUY,45518.0,0.00021964589805108833,10.003844294065878,0.006002306576439526,,,
2024-01-02 10:40:00,SELL,45202.0,0.00021964589805108833,9.92247682337507,0.005957060330223176,-0.075365164114368,-0.6942308537281955,45518.0
2024-01-02 12:45:00,BUY,45311.91,0.00022062695659899029,10.00303061935897,0.006001818371615382,,,
2024-01-02 13:25:00,SELL,45075.12,0.00022062695659899029,9.938819672007918,0.005966871926360568,-0.05820912897943664,-0.5225778388066202,45311.91
