initial_capital,final_capital,total_return,total_return_pct,total_trades,buy_signals,sell_signals,completed_trades,win_rate,winners,losers,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,profit_factor,max_drawdown_pct,sharpe_ratio,total_fees,avg_trade_duration
1000.0,1000.9128153744987,0.09128153744986776,0.09128153744986776,26,13,13,13,69.23076923076923,9,4,1.548411654074666,-0.8088854365241089,7.983651667596776,-2.4846510699379674,3.8533780601015457,-0.05354691791644586,0.04617740414088993,0.15660904784588517,N/A
