initial_capital,final_capital,total_return,total_return_pct,total_trades,buy_signals,sell_signals,completed_trades,win_rate,winners,losers,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,profit_factor,max_drawdown_pct,sharpe_ratio,total_fees,avg_trade_duration
1000.0,954.9873178496566,-4.501268215034338,-4.501268215034338,8786,4393,4393,4393,24.97154564079217,1097,3296,0.7679164201357574,-0.2353737358815657,8.735342510511542,-4.556662750227219,0.7982703501213625,-4.573630135764938,-0.3712242493548797,51.577060630306775,N/A
