timestamp,type,price,qty,usdt,fee,pnl,pnl_pct,entry_price
2024-01-01 05:00:00,BUY,43536.03,0.00022955698992305914,10.0,0.005999999999999999,,,
2024-01-01 06:25:00,SELL,43681.55,0.00022955698992305914,10.021388690093701,0.006016443079904163,0.027388690093701484,0.33425188286576446,43536.03
2024-01-01 09:10:00,BUY,44691.45,0.00022362697470251685,10.000213886900937,0.006000128332140562,,,
2024-01-01 10:00:00,SELL,45181.66,0.00022362697470251685,10.097775635075015,0.0060623027627026305,0.10356187650621962,1.096876471897883,44691.45
2024-01-01 12:25:00,BUY,45123.87,0.00022150557544554683,10.001189504382678,0.006000713702629606,,,
2024-01-01 14:45:00,SELL,45474.96,0.00022150557544554683,10.066913408853326,0.006043774309897934,0.07172461817327758,0.7780582649493417,45123.87
2024-01-01 18:55:00,BUY,45441.99,0.00021996936391609011,10.001846743427384,0.00600110804605643,,,
2024-01-01 19:55:00,SELL,45573.98,0.00021996936391609011,10.018864464089578,0.006014927635034768,0.023018828708250894,0.290458230372405,45441.99
2024-01-01 21:55:00,BUY,45531.12,0.00021954249556087408,10.002016920634006,0.006001210152380403,,,
2024-01-02 08:10:00,SELL,45186.24,0.00021954249556087408,9.914347714675822,0.0059521799367675534,-0.08166799580580353,-0.757459952665352,45531.12
2024-01-02 13:15:00,BUY,45212.16,0.00022107193163160705,10.001140228574425,0.006000684137144654,,,
2024-01-02 16:30:00,SELL,45259.31,0.00022107193163160705,9.999559748162099,0.006003337851608225,0.004420203724819771,0.10428610356150686,45212.16
2024-01-02 17:45:00,BUY,45261.41,0.00022083102910660626,10.001124423770303,0.006000674654262181,,,
2024-01-02 23:15:00,SELL,42831.38,0.00022083102910660626,9.452822624822039,0.005675098634073667,-0.542301124294001,-5.36887825633361,45261.41
2024-01-03 20:55:00,BUY,43226.3,0.0002311010662707044,9.99564140578082,0.005997384843468491,,,
2024-01-03 21:10:00,SELL,43363.08,0.0002311010662707044,10.015241272366985,0.006012752414869113,0.025597251429635648,0.31642773034009114,43226.3
2024-01-03 23:30:00,BUY,43898.56,0.00022756646008443136,9.995837404446682,0.005997502442668009,,,
2024-01-04 02:40:00,SELL,44353.97,0.00022756646008443136,10.087419858024912,0.006056085566154639,0.09757995602089764,1.0374144391068945,43898.56
2024-01-04 03:10:00,BUY,44016.01,0.00022698002788178832,9.996753228982463,0.005998051937389478,,,
