initial_capital,final_capital,total_return,total_return_pct,total_trades,buy_signals,sell_signals,completed_trades,win_rate,winners,losers,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,profit_factor,max_drawdown_pct,sharpe_ratio,total_fees,avg_trade_duration
1000.0,981.8071237128653,-1.819287628713471,-1.819287628713471,3212,1606,1606,1606,60.211706102117056,967,639,0.37953248676525814,-0.5600801289156948,2.69156582316797,-7.517508287946957,0.7796501767518115,-1.848962238992003,-0.2110308117083748,19.08506753273253,N/A
